codigoarticulo	codigofabrica	ubicacion	codigodemarca	nombre_marca	
LLTE	LLTE	1-2-10-4-03	042	JC TORNILLOS	
LLTEC	LLTEC	1-2-10-4-03	042	JC TORNILLOS	
LLTET	LLTET	1-2-10-4-03	042	JC TORNILLOS	
LP035	35	1-2-07-3-05	013	LP REPUESTOS	
LP038	38	1-2-07-3-07	013	LP REPUESTOS	
LP1002	1002	1-2-09-2-01	013	LP REPUESTOS	
LP1005	1005	1-2-09-2-03	013	LP REPUESTOS	
LP1007	1007	1-2-09-2-05	013	LP REPUESTOS	
LP1008	1008	1-2-09-2-06	013	LP REPUESTOS	
LP1017	1017	1-1-01-2-04	013	LP REPUESTOS	
LP1019	1019	1-1-01-2-05	013	LP REPUESTOS	
LP1101	BE1	1-2-09-3-04	042	JC TORNILLOS	
LP1103	1103	1-1-01-3-01	013	LP REPUESTOS	
LP1104	1104	1-2-09-3-03	013	LP REPUESTOS	
LP1105	1105	1-2-09-3-02	013	LP REPUESTOS	
LP1108	1108	1-2-07-2-05	013	LP REPUESTOS	
LP1111	1111	1-2-07-2-04	013	LP REPUESTOS	
LP210	210	1-1-03-1-01	013	LP REPUESTOS	
LP225	225	1-2-07-4-02	013	LP REPUESTOS	
LP283	283	1-2-07-3-08	013	LP REPUESTOS	
LP520	ESC13	1-2-09-4-06	042	JC TORNILLOS	
LP524	524	1-2-09-4-04	013	LP REPUESTOS	
LP533	ESC12	1-2-09-4-01	042	JC TORNILLOS	
LP536	536	1-2-07-4-09	013	LP REPUESTOS	
LP537	537	1-2-07-4-08	013	LP REPUESTOS	
LP600	600	1-2-09-1-08	013	LP REPUESTOS	
LP603	603	1-2-09-1-06	013	LP REPUESTOS	
LP604	604	1-2-09-1-05	013	LP REPUESTOS	
LP606	606	1-2-09-1-03	013	LP REPUESTOS	
LP607	607	1-2-07-1-02	013	LP REPUESTOS	
LP608	608	1-2-09-1-02	013	LP REPUESTOS	
LP609	609	1-2-09-1-01	013	LP REPUESTOS	
LP611	611	1-2-07-1-05	013	LP REPUESTOS	
LP811	811	1-1-03-3-01	013	LP REPUESTOS	
LP813	813	1-1-01-3-04	013	LP REPUESTOS	
M301	M301	1-3-09-5-07	80	CROSS X	
M401	M401	1-4-08-3-06	80	CROSS X	
MBR10-BS	8173	almacen	82	PIONEIRO	
MBR12L-VP	8176	almacen	82	PIONEIRO	
MBR14-BS	8174	almacen	82	PIONEIRO	
MBR18-BS	8179		82	PIONEIRO	
MBR28-BS	8181		82	PIONEIRO	
MBR4-BS	8163		82	PIONEIRO	
MBR5-VP	8172	almacen	82	PIONEIRO	
MBR6-BS	8168	almacen	82	PIONEIRO	
MBR7A-BS	8167	almacen	82	PIONEIRO	
MBR7-BS	8166	almacen	82	PIONEIRO	
MBR7-VP	8169	almacen	82	PIONEIRO	
MBR8-VP	8170		82	PIONEIRO	
MBR9A-YS	8175	almacen	82	PIONEIRO	
MD1059	1059	2-3-01-1-01	88	MDA	
MD3012	3012	2-3-09-3-07	88	MDA	
MD3015	3015	2-3-01-2-06	88	MDA	
MD3031	3031	2-3-09-3-05	88	MDA	
MD3032	3032	2-3-09-3-06	88	MDA	
MD3033	3033	2-3-09-3-07	88	MDA	
MD3041	3041	1-4-02-3-10	88	MDA	
MD3200	3200	2-3-01-2-05	88	MDA	
MD3201	3201	2-3-01-2-01	88	MDA	
MD3202	3202	2-3-01-2-04	88	MDA	
MD8021	8021	2-3-08-2-06	88	MDA	
MD8022	8022	2-3-01-1-02	88	MDA	
MD8023	8023	2-3-01-2-03	88	MDA	
MD8024	8024	2-3-08-4-06	88	MDA	
MD8220B	8220B	1-4-02-3-04	88	MDA	
MD8223B	8223B	1-4-02-3-06	88	MDA	
MD8224B	8224B	1-4-02-3-03	88	MDA	
MD8350	8350	1-4-02-3-08	88	MDA	
MD8351	8351	1-4-02-3-08	88	MDA	
MD8352	8352	1-4-02-3-08	88	MDA	
MD8353	8353	1-4-02-3-08	88	MDA	
MD8354	8354	1-4-02-3-06	88	MDA	
MD8360	8360	1-4-02-3-04	88	MDA	
M-DAXG	M-DAXG	1-2-08-4-01	006	VAXEL	
M-DAXN	M-DAXN	1-2-08-4-03	006	VAXEL	
MJTB1N20-S	1N20-S	1-4-10-2-01	21	XXI	
MJTG1S01-S	1S01-S		21	XXI	
MJTH1C25-S	1C25-S	1-3-02-2-01	21	XXI	
MJTM1S25-S	1S25-S	1-3-02-2-02	21	XXI	
MJTY1F16-S	1F16-S	1-4-10-2-02	21	XXI	
MJTY1Y12-S	1Y12-S	1-4-10-2-05	21	XXI	
MJTZ1R15-S	1R15-S	1-4-10-2-06	21	XXI	
ML1	ML1	1-2-10-4-04	042	JC TORNILLOS	
ML2	ML2	1-2-10-4-04	042	JC TORNILLOS	
MOT-620RX	MOT-620RX	1-2-05-3-10	89	ROD-SA	
MOT-7981V	MOT-7981V	2-3-09-3-03	89	ROD-SA	
MOT-8193V	MOT-8193V	1-2-05-3-02	89	ROD-SA	
MOT-8342V	MOT-8342V		89	ROD-SA	
MOT-8393V	MOT-8393V	1-2-05-2-11	89	ROD-SA	
MOT-AIWA	MOT-AIWA	1-2-05-2-01	89	ROD-SA	
MOT-ARLYBR	MOT-ARLYBR	1-2-05-3-03	89	ROD-SA	
MOT-BALCG150	MOT-BALCG150	1-2-05-3-01	89	ROD-SA	
MOT-BNMO	MOT-BNMO	1-2-05-2-03	89	ROD-SA	
MOT-BUSUPER	MOT-BUSUPER	2-3-09-2-02	89	ROD-SA	
MOT-CACEL35	MOT-CACEL35	1-1-09-1-03	89	ROD-SA	
MOT-CAR1016	MOTCAR1016	1-2-05-2-10	059	OSAKA	
MOT-CAVEL04501	MOT-CAVEL04501	1-1-09-1-02	89	ROD-SA	
MOT-CAVEL23	MOT-CAVEL23	1-1-07-1-04	89	ROD-SA	
MOT-CAVEL28	MOT-CAVEL28	1-1-09-1-01	89	ROD-SA	
MOT-CEMBR08501	MOT-CEMBR08501	1-1-07-1-06	89	ROD-SA	
MOT-CEMBR20	MOT-CEMBR20	1-1-07-1-07	89	ROD-SA	
MOT-CPTIT	MOT-CPTIT	1-1-05-1-02	89	ROD-SA	
MOT-FE220	MOT-FE220	1-2-05-2-07	89	ROD-SA	
MOT-FILBJ200	MOT-FILBJ200	1-2-05-2-01	89	ROD-SA	
MOT-FILFZ16	MOT-FILFZ16	1-2-05-2-10	89	ROD-SA	
MOT-FILHXR190	MOT-FILHXR190	1-2-05-2-09	89	ROD-SA	
MOT-FILNCRY	MOT-FILNCRY	1-2-05-3-09	89	ROD-SA	
MOT-FILXR	MOT-FILXR	1-2-05-2-08	89	ROD-SA	
MOT-FUESKUBK	MOT-FUESKUBK		89	ROD-SA	
MOT-FUETORBK	MOT-FUETORBK	1-2-05-1-03	89	ROD-SA	
MOT-GAS36	MOT-GAS36	1-4-08-3-07	89	ROD-SA	
MOT-HP185	MOTHP185	1-2-03-3-12	059	OSAKA	
MOT-HP215	MOT-HP215	1-2-03-3-11	059	OSAKA	
MOT-JUPITER	MOT-JUPITER	1-2-05-4-08	89	ROD-SA	
MOT-KITCG	MOT-KITCG	1-2-05-2-04	89	ROD-SA	
MOT-LLAMAX	MOT-LLAMAX	1-2-05-2-02	89	ROD-SA	
MOT-LLANXR	MOT-LLANXR	1-2-05-2-02	89	ROD-SA	
MOT-MAFRTI	MOT-MAFRTI	1-2-05-2-13	89	ROD-SA	
MOT-NWRA	MOTNWRA	1-2-05-3-11	059	OSAKA	
MOT-OFYBR250	MOT-OFYBR250	2-3-09-3-04	89	ROD-SA	
MOT-PI024	MOT-PI024		89	ROD-SA	
MOT-POSASMA	MOT-POSASMA	1-2-03-1-03	89	ROD-SA	
MOT-REPRX		1-2-05-2-05	89	ROD-SA	
MOT-SAM009	MOT-SAM009	2-3-09-1-02	89	ROD-SA	
MOT-SAM1060	MOT-SAM1060	1-2-05-2-12	89	ROD-SA	
MOT-SK052	MOT-SK052	1-5-99-atras	89	ROD-SA	
MOT-TOOL55	MOT-TOOL55	1-2-09-4-04	89	ROD-SA	
MOT-ZAPI	MOT-ZAPI	estanteria zapata	89	ROD-SA	
MOT-ZV078	MOT-ZV078		89	ROD-SA	
MXR108			009	MXR	
MXR114	114		009	MXR	
MXR116	116		009	MXR	
MXR119	119		009	MXR	
MXR124	124		009	MXR	
MXR125		E47 M3 C1	87	02 LIQUIDACION	
MXR128	128		009	MXR	
MXR132	132		009	MXR	
MXR135	135		009	MXR	
MXR136		E47 M3 C1	87	02 LIQUIDACION	
MXR157	157		009	MXR	
MXR185	185		009	MXR	
MXR195			009	MXR	
MXR201	201		009	MXR	
MXR218			009	MXR	
MXR220	220		009	MXR	
MXR229			009	MXR	
MXR234	234		009	MXR	
MXR235			009	MXR	
MXR238			009	MXR	
MXR240	240		009	MXR	
MXR244	244		009	MXR	
MXR246	246		009	MXR	
MXR261			009	MXR	
MXR272			009	MXR	
N-039	N-039	1-3-02-3-01	006	VAXEL	
NL007GT	NL007GT	almacen	017	AB COVERS	
NL021GT	NL021GT	almacen	017	AB COVERS	
NL022GT	NL022GT	almacen	017	AB COVERS	
NL025GT	NL025GT	almacen	017	AB COVERS	
O-001	001		008	ORA	
O-002	2		008	ORA	
O-003	3		008	ORA	
O-004	4		008	ORA	
O-005	5	2-1-01-1	008	ORA	
O-007	7		008	ORA	
O-008	8	2-1-01-1	008	ORA	
O-009	9		008	ORA	
O-010	10		008	ORA	
O-011	11		008	ORA	
O-012	12		008	ORA	
O-013	13		008	ORA	
O-014	14		008	ORA	
O-015	15		008	ORA	
O-016	16	2-1-01-1	008	ORA	
O-017	17		008	ORA	
O-018	18	2-1-01-1	008	ORA	
O-019	19	2-1-01-1	008	ORA	
O-020	20	2-1-01-1	008	ORA	
O-021	21	2-1-01-1	008	ORA	
O-022	22		008	ORA	
O-023	23	2-1-01-1	008	ORA	
O-024	24	2-1-01-1	008	ORA	
O-025	25		008	ORA	
O-026	26		008	ORA	
O-027	27	2-1-01-1	008	ORA	
O-028	28	2-1-01-1	008	ORA	
O-029	29		008	ORA	
O-030	30		008	ORA	
O-031	31	2-1-01-1	008	ORA	
O-032	32	2-1-01-1	008	ORA	
O-033	33	2-1-01-1	008	ORA	
O-034	34	2-1-01-2	008	ORA	
O-035	35	2-1-01-2	008	ORA	
O-036	36	2-1-01-2	008	ORA	
O-037	37	2-1-01-2	008	ORA	
O-038	38	2-1-01-2	008	ORA	
O-039	39	2-1-01-2	008	ORA	
O-040	40	2-1-01-2	008	ORA	
O-041	41	2-1-01-2	008	ORA	
O-042	42	2-1-01-2	008	ORA	
O-043	43	2-1-01-2	008	ORA	
O-044	44	2-1-01-2	008	ORA	
O-046	46		008	ORA	
O-047	47	2-1-01-2	008	ORA	
O-048	48	2-1-01-2	008	ORA	
O-049	49	2-1-01-2	008	ORA	
O-050	50	2-1-01-2	008	ORA	
O-051	51	2-1-01-2	008	ORA	
O-052	52	2-1-01-2	008	ORA	
O-053	53	2-1-01-2	008	ORA	
O-054	54	2-1-01-2	008	ORA	
O-055	55	2-1-01-2	008	ORA	
O-056	56	2-1-01-2	008	ORA	
O-057	57	2-1-01-2	008	ORA	
O-058	58	2-1-01-2	008	ORA	
O-059	59	2-1-01-2	008	ORA	
O-060	60	2-1-01-2	008	ORA	
O-061	61	2-1-01-2	008	ORA	
O-062	62	2-1-01-2	008	ORA	
O-063	63	2-1-01-2	008	ORA	
O-064	64	2-1-01-2	008	ORA	
O-065	65	2-1-01-3	008	ORA	
O-066	66	2-1-01-3	008	ORA	
O-067	67	2-1-01-3	008	ORA	
O-068	68	2-1-01-3	008	ORA	
O-069	69	2-1-01-3	008	ORA	
O-070	70	2-1-01-3	008	ORA	
O-071	71	2-1-01-3	008	ORA	
O-072	72	2-1-01-3	008	ORA	
O-073	73	2-1-01-3	008	ORA	
O-074	74		008	ORA	
O-075	75	2-1-01-3	008	ORA	
O-076	76		008	ORA	
O-077	77	2-1-01-3	008	ORA	
O-078	78	2-1-01-3	008	ORA	
O-079	79		008	ORA	
O-080	80	2-1-01-3	008	ORA	
O-081	81	2-1-01-3	008	ORA	
O-082	82		008	ORA	
O-083	83	2-1-01-3	008	ORA	
O-084	84		008	ORA	
O-085	85	2-1-01-3	008	ORA	
O-088	88		008	ORA	
O-089	89	2-1-01-3	008	ORA	
O-090	90	2-1-01-3	008	ORA	
O-091	91	2-1-01-3	008	ORA	
O-092	92	2-1-01-3	008	ORA	
O-093	93	2-1-01-3	008	ORA	
O-094	94	2-1-01-3	008	ORA	
O-095	95	2-1-01-3	008	ORA	
O-096	96	2-1-01-3	008	ORA	
O-097	97	2-1-01-3	008	ORA	
O-098	98	2-1-01-3	008	ORA	
O-099	99	2-1-01-3	008	ORA	
O-100	100	2-1-01-4	008	ORA	
O-101	101	2-1-01-4	008	ORA	
O-102	102	2-1-01-4	008	ORA	
O-103	103	2-1-01-4	008	ORA	
O-104	104	2-1-01-4	008	ORA	
O-105	105	2-1-01-4	008	ORA	
O-106	106	2-1-01-4	008	ORA	
O-107	107	2-1-01-4	008	ORA	
O-108	108	2-1-01-4	008	ORA	
O-109	109	2-1-01-4	008	ORA	
O-110	110	2-1-01-4	008	ORA	
O-111	111	2-1-01-4	008	ORA	
O-112	112		008	ORA	
O-114	114	2-1-01-4	008	ORA	
O-115	115	2-1-01-4	008	ORA	
O-116	116	2-1-01-4	008	ORA	
O-117	117	2-1-01-4	008	ORA	
O-118	118		008	ORA	
O-119	119	2-1-01-4	008	ORA	
O-120	120	2-1-01-4	008	ORA	
O-121	121	2-1-01-4	008	ORA	
O-122	122	2-1-01-4	008	ORA	
O-123	123	2-1-01-4	008	ORA	
O-124	124	2-1-01-4	008	ORA	
O-125	125	2-1-01-4	008	ORA	
O-126	126	2-1-01-4	008	ORA	
O-127	127	2-1-01-4	008	ORA	
O-128	128	2-1-01-4	008	ORA	
O-129	129		008	ORA	
O-130	130	2-1-01-4	008	ORA	
O-131	131	2-1-01-4	008	ORA	
O-133	133	2-1-01-4	008	ORA	
O-134	134	2-1-01-4	008	ORA	
O-135	135	2-1-01-5	008	ORA	
O-136	136	2-1-01-5	008	ORA	
O-137	137	2-1-01-5	008	ORA	
O-138	138	2-1-01-5	008	ORA	
O-139	139	2-1-01-5	008	ORA	
O-140	140	2-1-01-5	008	ORA	
O-141	141	2-1-01-5	008	ORA	
O-142	142	2-1-01-5	008	ORA	
O-146	146	2-1-01-5	008	ORA	
O-150	150	2-1-01-5	008	ORA	
O-159	159	2-1-01-5	008	ORA	
O-161	161	2-1-01-5	008	ORA	
O-170	170	2-1-01-5	008	ORA	
O-181	181	2-1-01-5	008	ORA	
O-182	182	2-1-01-5	008	ORA	
O-185	185	2-1-01-5	008	ORA	
O-187	187	2-1-01-5	008	ORA	
O-192	192		008	ORA	
O-196	196	2-1-01-5	008	ORA	
O-197	197	2-1-01-5	008	ORA	
O-200	200	2-1-01-5	008	ORA	
O-203	203	2-1-01-5	008	ORA	
O-213	213	2-1-01-5	008	ORA	
O-214	214	2-1-01-5	008	ORA	
O-215	215	2-1-01-5	008	ORA	
O-226	226	2-1-01-5	008	ORA	
O-228	228	2-1-01-5	008	ORA	
O-230	230	2-1-01-5	008	ORA	
O-233	233	2-1-01-5	008	ORA	
O-235	235	2-1-01-5	008	ORA	
O-236	236	2-1-01-5	008	ORA	
O-237	237	2-1-01-5	008	ORA	
O-240	240	2-1-01-5	008	ORA	
O-244	244	2-1-01-5	008	ORA	
O-245	245	2-1-01-5	008	ORA	
O-246	246	2-1-01-5	008	ORA	
O-249	249		008	ORA	
O-252	252	2-2-09-5	008	ORA	
O-258	258	2-2-09-5	008	ORA	
O-260	260	2-2-09-5	008	ORA	
O-265	265	2-2-09-5	008	ORA	
O-266	266	2-2-09-5	008	ORA	
O-270	270	2-2-09-5	008	ORA	
O-281	281	2-2-09-5	008	ORA	
O-294	294	2-2-09-5	008	ORA	
O-296	296	2-2-09-5	008	ORA	
O-298	298	2-2-09-5	008	ORA	
O-299	299	2-2-09-5	008	ORA	
O-301	301	2-2-09-5	008	ORA	
O-302	302	2-2-09-5	008	ORA	
O-303	303	2-2-09-5	008	ORA	
O-304	304	2-2-09-5	008	ORA	
O-305	305	2-2-09-5	008	ORA	
O-306	306	2-2-09-5	008	ORA	
O-307	307	2-2-09-5	008	ORA	
O-308	308	2-2-09-5	008	ORA	
O-309	309	2-2-09-5	008	ORA	
O-310	310	2-2-09-5	008	ORA	
O-311	311	2-2-09-5	008	ORA	
O-314	314	2-2-09-5	008	ORA	
O-317	317	2-2-09-5	008	ORA	
O-319	319	2-2-09-5	008	ORA	
O-322	322		008	ORA	
O-342	342	2-2-09-5	008	ORA	
O-344	344	2-2-09-5	008	ORA	
O-346	346	2-2-09-5	008	ORA	
O-349	349	2-2-09-5	008	ORA	
O-363	363	2-2-09-5	008	ORA	
O-367	367	2-2-09-5	008	ORA	
O-368	368	2-2-09-5	008	ORA	
O-369	369	2-2-09-5	008	ORA	
O-376	376	2-2-09-5	008	ORA	
O-379	379	2-2-09-4	008	ORA	
O-380	380	2-2-09-4	008	ORA	
O-381	381	2-2-09-4	008	ORA	
O-387	387	2-2-09-4	008	ORA	
O-390	390	2-2-09-4	008	ORA	
O-400	400	2-2-09-4	008	ORA	
O-401	401	2-2-09-4	008	ORA	
O-407	407	2-2-09-4	008	ORA	
O-408	408	2-2-09-4	008	ORA	
O-411	411	2-2-09-4	008	ORA	
O-412	412	2-2-09-4	008	ORA	
O-413	413	2-2-09-4	008	ORA	
O-414	414	2-2-09-4	008	ORA	
O-417	417	2-2-09-4	008	ORA	
O-424	424	2-2-09-4	008	ORA	
O-428	428	2-2-09-4	008	ORA	
O-434	434	2-2-09-4	008	ORA	
O-436	436	2-2-09-4	008	ORA	
O-441	441	2-2-09-4	008	ORA	
O-465	465	2-2-09-4	008	ORA	
O-500	500	2-2-09-4	008	ORA	
O-501	501	2-2-09-4	008	ORA	
O-502	502	2-2-09-4	008	ORA	
O-503	503	2-2-09-4	008	ORA	
O-504	504	2-2-09-4	008	ORA	
O-505	505	2-2-09-4	008	ORA	
O-506	506	2-2-09-4	008	ORA	
O-507	507	2-2-09-4	008	ORA	
O-508	508	2-2-09-4	008	ORA	
O-509	509	2-2-09-4	008	ORA	
O-510	510	2-2-09-4	008	ORA	
O-511	511	2-2-09-4	008	ORA	
O-512	512	2-2-09-3	008	ORA	
O-513	513	2-2-09-3	008	ORA	
O-514	514	2-2-09-3	008	ORA	
O-515	515	2-2-09-3	008	ORA	
O-516	516	2-2-09-2	008	ORA	
O-517	517	2-2-09-3	008	ORA	
O-518	518	2-2-09-3	008	ORA	
O-519	519	2-2-09-3	008	ORA	
O-520	520	2-2-09-3	008	ORA	
O-521	521	2-2-09-3	008	ORA	
O-522	522	2-2-09-3	008	ORA	
O-523	523	2-2-09-3	008	ORA	
O-524	524	2-2-09-3	008	ORA	
O-525	525	2-2-09-3	008	ORA	
O-526	526	2-2-09-3	008	ORA	
O-527	527	2-2-09-3	008	ORA	
O-528	528	2-2-09-3	008	ORA	
O-529	529	2-2-09-3	008	ORA	
O-530	530	2-2-09-3	008	ORA	
O-531	531	2-2-09-3	008	ORA	
O-533	533	2-2-09-3	008	ORA	
O-534	534	2-2-09-3	008	ORA	
O-535	535	2-2-09-3	008	ORA	
O-8000	8000		008	ORA	
O-8026	8026		008	ORA	
O-8111	8111		008	ORA	
OPD-008	MBR14-VP		83	01 OPORTUNIDADES	
OZ 300	OZ-300	2-2-09-3	008	ORA	
OZ 301	OZ-301	2-2-09-3	008	ORA	
OZ 302	OZ-302	2-2-09-3	008	ORA	
OZ 303	OZ-303	2-2-09-3	008	ORA	
OZ 305	OZ-305	2-2-09-3	008	ORA	
OZ 306	OZ-306	2-2-09-3	008	ORA	
OZ 307	OZ-307	ESTANTERIA ZAPATAS	008	ORA	
OZ 309	OZ-309	2-2-09-2	008	ORA	
OZ 310	OZ-310	2-2-09-2	008	ORA	
OZ 311	OZ-311	2-2-09-2	008	ORA	
OZ 312	OZ-312	2-2-09-2	008	ORA	
OZ 313	OZ-313	2-2-09-2	008	ORA	
OZ 314	OZ-314	2-2-09-2	008	ORA	
P-036AZUL	036AZUL		006	VAXEL	
P-036GRIS	036GRIS		006	VAXEL	
P-036NARANJA	036NARANJA		006	VAXEL	
P-036NEGRO	036NEGRO		006	VAXEL	
P-036ROJO	036ROJO	1-1-03-4-05	006	VAXEL	
P-200	P-200	1-4-02-1-01	006	VAXEL	
P-308	P-308	almacen	006	VAXEL	
P406	P406		80	CROSS X	
P415	P415	1-2-05-3-11	80	CROSS X	
P428	P428		80	CROSS X	
P515	P515	1-2-10-4-05	042	JC TORNILLOS	
P520	P520	1-2-10-4-05	042	JC TORNILLOS	
P530	P530	1-2-10-4-05	042	JC TORNILLOS	
P615	P615	1-2-10-4-06	042	JC TORNILLOS	
P620	P620	1-2-10-4-06	042	JC TORNILLOS	
P-620	P-620	almacen	006	VAXEL	
P-621	P-621	1-3-02-3-02	006	VAXEL	
P709	P709	1-1-03-1-01	80	CROSS X	
PC-001	01	1-3-10-4-01	85	PIETCARD	
PC-026	026	1-3-10-02-24	85	PIETCARD	
PC-1012	1012	1-3-10-2-06	85	PIETCARD	
PC-1029	1029	1-3-10-2-07	85	PIETCARD	
PC-1030	1030	1-3-10-03-22	85	PIETCARD	
PC-1047	1047	1-3-10-03-21	85	PIETCARD	
PC-1056	1056	1-3-10-03-20	85	PIETCARD	
PC-1080	1080	1-3-10-03-19	85	PIETCARD	
PC-1086	1086	1-3-10-03-18	85	PIETCARD	
PC-1086-9A	1086-9A	1-3-10-3-16	85	PIETCARD	
PC-1087-12A	1087-12A	1-3-10-03-17	85	PIETCARD	
PC-1102	1102	1-3-10-03-16	85	PIETCARD	
PC-1149-9A	1149-9A	1-3-10-03-16	85	PIETCARD	
PC-1217	1217	1-3-10-03-15	85	PIETCARD	
PC-1236-9A	1236-9A	1-3-10-03-14	85	PIETCARD	
PC-1237-12A	1237-12A	1-3-10-03-13	85	PIETCARD	
PC-1327	1327	1-3-10-03-12	85	PIETCARD	
PC-1337	1337	1-3-10-2-21	85	PIETCARD	
PC-1338	1338	1-3-10-4-18	85	PIETCARD	
PC-1378	1378	1-3-10-03-09	85	PIETCARD	
PC-1379	1379	1-3-10-03-07	85	PIETCARD	
PC-1380	1380	1-3-10-03-08	85	PIETCARD	
PC-1381	1381	1-3-10-03-10	85	PIETCARD	
PC-1382	1382	1-3-10-03-11	85	PIETCARD	
PC-1412	1412	11-3-10-03-06	85	PIETCARD	
PC-1413	1413	1-3-10-2-23	85	PIETCARD	
PC-1414	1414	1-3-10-3-05	85	PIETCARD	
PC-1415	1415	1-3-10-3-04	85	PIETCARD	
PC-1416	1416	1-3-10-3-03	85	PIETCARD	
PC-1418	1418	1-3-10-03-02	85	PIETCARD	
PC-1444	1444	1-3-10-03-01	85	PIETCARD	
PC-1457	1457	1-3-10-02-01	85	PIETCARD	
PC-1472	1472	1-3-10-02-02	85	PIETCARD	
PC-1502	1502	1-3-10-02-03	85	PIETCARD	
PC-1541	1541	1-3-10-02-04	85	PIETCARD	
PC-2010	2010	1-3-10-02-05	85	PIETCARD	
PC-2026	2026	1-3-10-02-06	85	PIETCARD	
PC-2072	2072	1-3-10-02-07	85	PIETCARD	
PC-2107	2107	1-3-10-02-08	85	PIETCARD	
PC-2109	2109	1-3-10-02-09	85	PIETCARD	
PC-2117	2117	1-3-10-02-10	85	PIETCARD	
PC-2159	2159	1-3-10-02-11	85	PIETCARD	
PC-217	217	1-3-10-4-02	85	PIETCARD	
PC-221	221	1-3-10-4-03	85	PIETCARD	
PC-224	224	1-3-10-4-08	85	PIETCARD	
PC-2257	2257	1-3-10-02-12	85	PIETCARD	
PC-2257R	2257R	1-3-10-adelante	85	PIETCARD	
PC-226	226	1-3-10-4-04	85	PIETCARD	
PC-2268	2268	1-3-10-02-13	85	PIETCARD	
PC-2276	2276	1-3-10-02-14	85	PIETCARD	
PC-2302	2302	1-3-10-02-15	85	PIETCARD	
PC-235	235	1-3-10-4-05	85	PIETCARD	
PC-2350	2350	1-3-10-02-16	85	PIETCARD	
PC-2398	2398	1-3-10-02-18	85	PIETCARD	
PC-2442C2	2442C2	1-3-10-02-19	85	PIETCARD	
PC-2443	2443	1-3-10-02-20	85	PIETCARD	
PC-2443C3	2443C3	1-3-10-02-21	85	PIETCARD	
PC-2476	2476	1-3-10-02-17	85	PIETCARD	
PC-253	253	1-3-10-4-06	85	PIETCARD	
PC-255	255	1-3-10-4-07	85	PIETCARD	
PC-256	256	1-3-10-4-08	85	PIETCARD	
PC-257	257	1-3-10-4-09	85	PIETCARD	
PC-270	270	1-3-10-4-10	85	PIETCARD	
PC-3001	3001	1-3-10-02-22	85	PIETCARD	
PC-3002	3002	1-3-10-3-19	85	PIETCARD	
PC-3009	3009	1-3-10-02-23	85	PIETCARD	
PC-3019	3019	1-3-10-02-24	85	PIETCARD	
PC-304	304	1-3-10-4-11	85	PIETCARD	
PC-307	307	1-3-10-4-12	85	PIETCARD	
PC-317	317	1-3-10-4-13	85	PIETCARD	
PC-320	320	1-3-10-4-14	85	PIETCARD	
PC-3201	3201	1-3-10-02-25	85	PIETCARD	
PC-324	324	1-3-10-4-15	85	PIETCARD	
PC-327	327	1-3-10-4-16	85	PIETCARD	
PC-328	328	1-3-10-4-17	85	PIETCARD	
PC-330	330	1-3-10-03-24	85	PIETCARD	
PC-332	332	1-3-10-03-23	85	PIETCARD	
PC-4032	4032	1-3-10-02-26	85	PIETCARD	
PC-4033	4033	1-3-10-3-24	85	PIETCARD	
PC-AX100	100	1-2-08-1-03	006	VAXEL	
PC-BIZ1	1	1-2-08-4-04	006	VAXEL	
PCC-110	PCC-110	1-2-08-3-06	006	VAXEL	
PCC-110T	PCC-110T	1-2-08-2-06	006	VAXEL	
PCC-AX100	PCC-AX100	1-2-08-2-03	006	VAXEL	
PCC-BIZ1	PCC-BIZ1	1-2-08-4-05	006	VAXEL	
PCC-BIZ125	PCC-BIZ125	1-2-08-3-01	006	VAXEL	
PCC-CG150	PCC-CG150	1-2-08-3-05	006	VAXEL	
PCC-FZ16	PCC-FZ16	1-2-08-4-08	006	VAXEL	
PCC-NBIZ	PCC-NBIZ		006	VAXEL	
PCC-PATAGONIA	PCC-PATAGONIA	1-2-08-2-04	006	VAXEL	
PCC-ROUSER	PCC-ROUSER	1-2-08-1-06	006	VAXEL	
PCC-SEXY	PCC-SEXY	1-2-08-1-06	006	VAXEL	
PCC-SKUA	PCC-SKUA	1-2-08-1-01	006	VAXEL	
PCC-STORM	PCC-STORM	1-2-08-3-04	006	VAXEL	
PCC-STYLO	PCC-STYLO	1-2-08-1-04	006	VAXEL	
PCC-TWISTER	PCC-TWISTER	1-2-08-4-06	006	VAXEL	
PCC-VC200	PCC-VC200	1-2-08-1-02	006	VAXEL	
PCC-WAVE	PCC-WAVE	1-2-08-4-07	006	VAXEL	
PCC-WAVES	PCC-WAVES	1-2-08-2-06	006	VAXEL	
PCC-YBR	PCC-YBR	1-2-08-3-05	006	VAXEL	
PC-ROUSER	ROUSER		006	VAXEL	
PC-SEXY	SEXY		006	VAXEL	
PC-WAVE	WAVE	1-2-08-3-02	006	VAXEL	
PDAG1S01-S	1S01-S	FONDO	21	XXI	
PDAZ1R15-S	1R15-S	1-4-08-1-06	21	XXI	
PDCG1S01-S		1-4-10-1-05	21	XXI	
PDCZ1R15-S		1-4-08-1-05	21	XXI	
PF14	14		042	JC TORNILLOS	
PF201	PF201	1-4-10-1-03	80	CROSS X	
PF208	PF208	1-2-01-1-02	80	CROSS X	
PH1	PH1	almacen	042	JC TORNILLOS	
PH2	PH2		042	JC TORNILLOS	
PH5	PH5	almacen	042	JC TORNILLOS	
